No,Nama Destinasi,Provinsi,Kategori,Rating,Jumlah pengujung/bulan,Harga Tiket Masuk (IDR),Fasilitas Utama,Latitude,Longitude,Link Gambar
506,Masjid Raya / Agung Pangkalan Bun,Kalimantan Tengah,Religi & Budaya,4.5,41066,Gratis,"Tempat Wudu, Toilet, Area Parkir, Ruang Shalat, AC/Kipas",-1.7863,113.4464,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSgQzVCn_aJPp8S9F9hVsOX-oJbi-RrNoIaTUSu5fHOsw&s=10
507,Masjid Raya / Agung Muara Teweh,Kalimantan Tengah,Religi & Budaya,4.7,11416,Gratis,"Tempat Wudu, Toilet, Area Parkir, Ruang Shalat, AC/Kipas",-1.0988,114.092,https://cdn.antaranews.com/cache/1200x800/2021/12/07/Islamic_Center_Muara_Teweh1.jpg
508,Masjid Raya / Agung Banjarmasin,Kalimantan Selatan,Religi & Budaya,4.4,8315,Gratis,"Tempat Wudu, Toilet, Area Parkir, Ruang Shalat, AC/Kipas",-3.3303,114.6272,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhu7ZdBWJWrTfCcPjVBzQrwGTG5KE4N-ke0QTejA57R-Zeg-v7jcgxKzCxACjqnSj3A5E_CJtlvG8D2w_KPZFnK9J-lfl2S7yrCSg5m6JRRt-QKRNbAYt5REYZ2vQfJv-UCx7xN7fCz_APT/s1600/Slider-3-Masjid_Sabilal_Muhtadin-BanjarmasinTourism.jpg
509,Masjid Raya / Agung Banjarbaru,Kalimantan Selatan,Religi & Budaya,4.6,47738,Gratis,"Tempat Wudu, Toilet, Area Parkir, Ruang Shalat, AC/Kipas",-2.9845,115.4494,https://media.indozone.id/crop/0x0:0x0/images/2026/01/24/1769220460_6974296c2b6a4_whatsapp_image_2026-01-24_at_09_06_04.jpeg
510,Masjid Raya / Agung Martapura,Kalimantan Selatan,Religi & Budaya,4.6,40427,Gratis,"Tempat Wudu, Toilet, Area Parkir, Ruang Shalat, AC/Kipas",-3.1648,115.7276,https://si-praswita.banjarkab.go.id/assets/img/destinasi/1717727643918uQqrTMXGIgvH__1__1748504089_0.jpg
511,Masjid Raya / Agung Barabai,Kalimantan Selatan,Religi & Budaya,4.9,5967,Gratis,"Tempat Wudu, Toilet, Area Parkir, Ruang Shalat, AC/Kipas",-2.7489,115.5092,https://qoobah.co.id/wp-content/uploads/2025/01/masjid-Agung-Riyadhus-Shalihin.webp
512,Masjid Raya / Agung Amuntai,Kalimantan Selatan,Religi & Budaya,4.8,11112,Gratis,"Tempat Wudu, Toilet, Area Parkir, Ruang Shalat, AC/Kipas",-3.2754,114.7987,https://upload.wikimedia.org/wikipedia/commons/4/4e/Masjid_Raya_Amuntai.jpg
513,Masjid Raya / Agung Kotabaru,Kalimantan Selatan,Religi & Budaya,4.5,20491,Gratis,"Tempat Wudu, Toilet, Area Parkir, Ruang Shalat, AC/Kipas",-3.4756,114.8673,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSgfBtMbWVJAXEhi4hb_P2kjQHH0otkF8_BM4hGdDdevg&s=10
514,Masjid Raya / Agung Balikpapan,Kalimantan Timur,Religi & Budaya,4.6,15899,Gratis,"Tempat Wudu, Toilet, Area Parkir, Ruang Shalat, AC/Kipas",0.4503,117.3497,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ60VmI0zqpbnllDVqWCBuUalhbjGJ5dD_u30YrxKohXA&s=10
515,Masjid Raya / Agung Samarinda,Kalimantan Timur,Religi & Budaya,4.4,31634,Gratis,"Tempat Wudu, Toilet, Area Parkir, Ruang Shalat, AC/Kipas",-0.3543,116.9144,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQtny5S4BQx5Q58OoVKqmCp5SWw0v3kWa88Tu6wzKOKMg&s=10
516,Masjid Raya / Agung Bontang,Kalimantan Timur,Religi & Budaya,4.8,36826,Gratis,"Tempat Wudu, Toilet, Area Parkir, Ruang Shalat, AC/Kipas",0.7595,116.6944,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTq5bJepnOK_yDkHlv_labCjdpJu_vhd8lFn6zKv_cUiw&s=10
517,Masjid Raya / Agung Tenggarong,Kalimantan Timur,Religi & Budaya,4.8,36546,Gratis,"Tempat Wudu, Toilet, Area Parkir, Ruang Shalat, AC/Kipas",0.8927,116.9944,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTGtUHSCdrThkW7VfrdHhYU4vGYIN2W-8hmNJRpumgODg&s=10
518,Masjid Raya / Agung Sangatta,Kalimantan Timur,Religi & Budaya,4.5,19008,Gratis,"Tempat Wudu, Toilet, Area Parkir, Ruang Shalat, AC/Kipas",-0.012,117.1561,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ_u9DtZbm0uLJrmNbL1Q02G8-kBtRl9HR83ThpYvwihw&s=10
519,Masjid Raya / Agung Tanjung Redeb,Kalimantan Timur,Religi & Budaya,4.7,31282,Gratis,"Tempat Wudu, Toilet, Area Parkir, Ruang Shalat, AC/Kipas",-8.7978,118.2529,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT4mwuYoQuO4ql8kKP_GEglKNe6QoiwsJ7CMC2DSEpkYw&s=10
520,Masjid Raya / Agung Tarakan,Kalimantan Utara,Religi & Budaya,4.7,8842,Gratis,"Tempat Wudu, Toilet, Area Parkir, Ruang Shalat, AC/Kipas",3.27,117.1066,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT-RcOalJWA1r9XjoW12LPnfjEDpIS1cUIuoyibldXHxQ&s=10
521,Masjid Raya / Agung Nunukan,Kalimantan Utara,Religi & Budaya,4.4,15789,Gratis,"Tempat Wudu, Toilet, Area Parkir, Ruang Shalat, AC/Kipas",2.9251,117.1759,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRV5oH1_HznFjWolhTJRUYxfCrCEOKCu2Gt0A1oCIUQiQ&s=10
522,Masjid Raya / Agung Malinau,Kalimantan Utara,Religi & Budaya,4.8,29836,Gratis,"Tempat Wudu, Toilet, Area Parkir, Ruang Shalat, AC/Kipas",3.458,117.518,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRNaY2Umatd7dHwoMYYdjkLD34xKgsA1TxAB6R1KXtibQ&s=10
523,Masjid Raya / Agung Tanjung Selor,Kalimantan Utara,Religi & Budaya,4.6,5141,Gratis,"Tempat Wudu, Toilet, Area Parkir, Ruang Shalat, AC/Kipas",-8.7799,116.7476,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQk8OXGv7J7taiXcKBT8SEZW23sgdHp2gjsxw2NmkhF8w&s=10
524,Masjid Raya / Agung Manado,Sulawesi Utara,Religi & Budaya,4.3,10442,0,"Area Parkir, Toilet, Tempat Wudhu, Mukena/Sarung, AC/Kipas",-1.96736,137.93627,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTVvFzfhBMxCNagndETg_vls3vIj8gpNf1H6lsyuyI_cg&s=10
525,Masjid Raya / Agung Bitung,Sulawesi Utara,Religi & Budaya,4.9,14970,0,"Area Parkir, Toilet, Tempat Wudhu, Mukena/Sarung, AC/Kipas",-5.21345,104.34443,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTjSKmUdNhyGSxDRDzqBITlqNTaaFN4mFLpnThxIP1nyw&s=10
526,Masjid Raya / Agung Tomohon,Sulawesi Utara,Religi & Budaya,4.7,14843,0,"Area Parkir, Toilet, Tempat Wudhu, Mukena/Sarung, AC/Kipas",2.79489,116.15806,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTuBSAjthHvEE3uiNd553eBqLUSx0hNReji7bYcJis_iw&s=10
527,Masjid Raya / Agung Kotamobagu,Sulawesi Utara,Religi & Budaya,4.5,12704,0,"Area Parkir, Toilet, Tempat Wudhu, Mukena/Sarung, AC/Kipas",-3.39331,137.63187,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcROLWfp1cTgLyrMqy-RHGVKJT62KtQkaBeocEZaoFr-Ww&s=10
528,Masjid Raya / Agung Tondano,Sulawesi Utara,Religi & Budaya,4.1,7190,0,"Area Parkir, Toilet, Tempat Wudhu, Mukena/Sarung, AC/Kipas",-1.47737,115.62855,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcToapQTJmVzAlQavX5qKA-Lmipql0mnDtrkjp6EvyuHHQ&s=10
529,Masjid Raya / Agung Airmadidi,Sulawesi Utara,Religi & Budaya,4.1,2256,0,"Area Parkir, Toilet, Tempat Wudhu, Mukena/Sarung, AC/Kipas",2.87767,124.81809,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ8m2NiiA9_D7nOk6fvPv-t43k24aB0-rlZJr-hCYTSzQ&s=10
530,Masjid Raya / Agung Amurang,Sulawesi Utara,Religi & Budaya,4.1,4376,0,"Area Parkir, Toilet, Tempat Wudhu, Mukena/Sarung, AC/Kipas",-0.50914,114.69896,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTzu1OWiMltaeFqrOn4LPeSXZDlZxXxCPa9WruBCyzNoQ&s=10
531,Masjid Raya / Agung Gorontalo,Gorontalo,Religi & Budaya,4.8,6645,0,"Area Parkir, Toilet, Tempat Wudhu, Mukena/Sarung, AC/Kipas",-6.59722,109.51704,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQSZIgAnOz3dYnHseeHeUs90ci8D5vRX7MoNZAoRQZqfw&s=10
532,Masjid Raya / Agung Marisa,Gorontalo,Religi & Budaya,4.5,14454,0,"Area Parkir, Toilet, Tempat Wudhu, Mukena/Sarung, AC/Kipas",3.27799,139.32706,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT1lM-BVjUIDtfofMVizB-jzJADkIbYiw6Y8jjZEJLwOA&s=10
533,Masjid Raya / Agung Suwawa,Gorontalo,Religi & Budaya,4.6,4486,0,"Area Parkir, Toilet, Tempat Wudhu, Mukena/Sarung, AC/Kipas",-0.4675,115.19203,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSHClbB8il0xHnoTDL0rGXo3JlmPoJie0dBdHq1f5AOlQ&s=10
534,Masjid Raya / Agung Kwandang,Gorontalo,Religi & Budaya,4,4584,0,"Area Parkir, Toilet, Tempat Wudhu, Mukena/Sarung, AC/Kipas",-3.98113,135.55217,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRVpO1bsVgiPkeRV9UdoADqmCeHEvydVGSgkEWwCTyz8A&s=10
535,Masjid Raya / Agung Palu,Sulawesi Tengah,Religi & Budaya,4.9,10588,0,"Area Parkir, Toilet, Tempat Wudhu, Mukena/Sarung, AC/Kipas",-6.32874,107.65809,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT1_T2lkQMBbCeLeVky9OrQOt7XylPlo2EhSNSodFskAQ&s=10
536,Masjid Raya / Agung Donggala,Sulawesi Tengah,Religi & Budaya,4.7,12829,0,"Area Parkir, Toilet, Tempat Wudhu, Mukena/Sarung, AC/Kipas",1.5283,106.9504,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQGn0sqqVG2qOoKDVAzxPXl1mbh4eAJL8NuTh7SejrBIQ&s=10
537,Masjid Raya / Agung Poso,Sulawesi Tengah,Religi & Budaya,4.2,9053,0,"Area Parkir, Toilet, Tempat Wudhu, Mukena/Sarung, AC/Kipas",-0.55913,99.30763,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT41g2LKTkwPsrjU-jJQCWke1LqTRJ-kdJQ-rFHxEtzhg&s=10
538,Masjid Raya / Agung Tolitoli,Sulawesi Tengah,Religi & Budaya,4.2,4330,0,"Area Parkir, Toilet, Tempat Wudhu, Mukena/Sarung, AC/Kipas",-1.59847,125.37001,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT4I2VdCuOUScSdCtsTxQREi4sIMVU3QyJfV-VVnKPXhw&s=10
539,Masjid Raya / Agung Luwuk,Sulawesi Tengah,Religi & Budaya,4.2,3703,0,"Area Parkir, Toilet, Tempat Wudhu, Mukena/Sarung, AC/Kipas",2.72671,113.47811,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTNavIGT1J3CGyJVLyrEeOEi4DY65A1lkveISagApZTzQ&s=10
540,Masjid Raya / Agung Ampana,Sulawesi Tengah,Religi & Budaya,4.3,9662,0,"Area Parkir, Toilet, Tempat Wudhu, Mukena/Sarung, AC/Kipas",1.46317,134.30305,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQuBtRkpSJrrWHE6--hsFP9Xc4HoB0p3fy_NyeG5zqQ9g&s=10
541,Masjid Raya / Agung Makassar,Sulawesi Selatan,Religi & Budaya,4.5,9120,0,"Area Parkir, Toilet, Tempat Wudhu, Mukena/Sarung, AC/Kipas",-6.1799,117.87482,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRBIJZzo_WhXSpnN_JiEgY03Grk9E8y77AwEgNC5Mlq6A&s=10
542,Masjid Raya / Agung Parepare,Sulawesi Selatan,Religi & Budaya,4.4,8114,0,"Area Parkir, Toilet, Tempat Wudhu, Mukena/Sarung, AC/Kipas",-4.25934,138.66412,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSOlTIaU1FWHHzbYmQDj8Olbvspu26D1IPLF2e9eUytwA&s=10
543,Masjid Raya / Agung Palopo,Sulawesi Selatan,Religi & Budaya,4.3,14323,0,"Area Parkir, Toilet, Tempat Wudhu, Mukena/Sarung, AC/Kipas",-5.01813,105.79207,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSVU14kb_Hjde9KJzNVzsh2iaaC-4KANFaJ6hIfY1Z11w&s=10
544,Masjid Raya / Agung Maros,Sulawesi Selatan,Religi & Budaya,4.6,2353,0,"Area Parkir, Toilet, Tempat Wudhu, Mukena/Sarung, AC/Kipas",0.92736,134.48217,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSfnXWhkTH-lR2nsqm-D1wvmPUVauNTpR3Yn4RbEkWIGA&s=10
545,Masjid Raya / Agung Gowa,Sulawesi Selatan,Religi & Budaya,4.1,11975,0,"Area Parkir, Toilet, Tempat Wudhu, Mukena/Sarung, AC/Kipas",-7.59761,130.61707,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTMfdppYfI6qB4EgXYs2N5Pnhs7_hQj1YUGdq3COJEWeg&s=10
546,Masjid Raya / Agung Takalar,Sulawesi Selatan,Religi & Budaya,4.3,12023,0,"Area Parkir, Toilet, Tempat Wudhu, Mukena/Sarung, AC/Kipas",-1.16132,130.37872,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTNhE3SA-gUWDgZe0FiCW7sHW3hCWmYCCycDoWqoeeK4g&s=10
547,Masjid Raya / Agung Jeneponto,Sulawesi Selatan,Religi & Budaya,4.3,6063,0,"Area Parkir, Toilet, Tempat Wudhu, Mukena/Sarung, AC/Kipas",1.1495,133.4809,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS7awhjmQVF-x0Uqf9gnV6LTlvHzQGRcDfbDEiX0FeOWQ&s=10
548,Masjid Raya / Agung Bantaeng,Sulawesi Selatan,Religi & Budaya,4.4,9549,0,"Area Parkir, Toilet, Tempat Wudhu, Mukena/Sarung, AC/Kipas",2.52119,129.96301,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQqpDbHijcSLe_VIcGowcSc5nPioOZugZyBvBAdXLtRxg&s=10
549,Masjid Raya / Agung Bulukumba,Sulawesi Selatan,Religi & Budaya,4.7,12211,0,"Area Parkir, Toilet, Tempat Wudhu, Mukena/Sarung, AC/Kipas",-3.89502,124.30125,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRcatgKLVJE7uvbarEYsRoTV6kCb9kjpLrx_O7fVZUNJA&s=10
550,Masjid Raya / Agung Sinjai,Sulawesi Selatan,Religi & Budaya,4.2,8575,0,"Area Parkir, Toilet, Tempat Wudhu, Mukena/Sarung, AC/Kipas",1.85509,103.51228,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRB32HDNzRTrEWQrz2ka2PbJlV1cFMj1bZ53VDf1BKIoA&s=10
551,Masjid Raya / Agung Bone,Sulawesi Selatan,Religi & Budaya,4.5,1667,0,"Area Parkir, Toilet, Tempat Wudhu, Mukena/Sarung, AC/Kipas",-6.67242,99.3661,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR3A6nDNm-YYPuI09f_VvvALYKhx-qcweCTBOVe7JQy_Q&s=10
552,Masjid Raya / Agung Soppeng,Sulawesi Selatan,Religi & Budaya,4.5,5468,0,"Area Parkir, Toilet, Tempat Wudhu, Mukena/Sarung, AC/Kipas",2.15743,136.67561,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT29A7wmk8RcY5lZ4_ECqVdFO8cPzZ0CED2PogDFkWVXQ&s=10
553,Masjid Raya / Agung Wajo,Sulawesi Selatan,Religi & Budaya,4,14319,0,"Area Parkir, Toilet, Tempat Wudhu, Mukena/Sarung, AC/Kipas",-6.47014,123.89931,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQD9aXRUHDRQw2ZYeJJnL2CLc3N4-f1kbCVsfVgLBxSJw&s=10
554,Masjid Raya / Agung Sidenreng Rappang,Sulawesi Selatan,Religi & Budaya,4.5,10337,0,"Area Parkir, Toilet, Tempat Wudhu, Mukena/Sarung, AC/Kipas",-3.23255,131.45457,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTq7T6iWVa1RudiIi08cmzo0lVqV5sryy-5P_K87Nszrg&s=10
555,Masjid Raya / Agung Pinrang,Sulawesi Selatan,Religi & Budaya,4.2,14659,0,"Area Parkir, Toilet, Tempat Wudhu, Mukena/Sarung, AC/Kipas",1.56754,118.22394,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTiWtA-_Zd4J17oI_y-riNoD7IGoDDr923mTRXpIqkOdw&s=10
556,Masjid Raya / Agung Enrekang,Sulawesi Selatan,Religi & Budaya,4.1,7819,0,"Area Parkir, Toilet, Tempat Wudhu, Mukena/Sarung, AC/Kipas",-6.20099,102.92694,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQsjz1dVI3hH7SZuLWT_pBZJ-XsgJklJEMr4XrVFhNulA&s=10
557,Masjid Raya / Agung Tana Toraja,Sulawesi Selatan,Religi & Budaya,4.9,13377,0,"Area Parkir, Toilet, Tempat Wudhu, Mukena/Sarung, AC/Kipas",-5.24898,103.2578,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR-YScewK9g2pwG01fyIvrvY3UPWKjR8mY-OA4U94ptPA&s=10
558,Masjid Raya / Agung Toraja Utara,Sulawesi Selatan,Religi & Budaya,4.9,4719,0,"Area Parkir, Toilet, Tempat Wudhu, Mukena/Sarung, AC/Kipas",0.66703,126.79374,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ1PMwoP2a8rS7LH-F3ZeHAi0AJ9rKzlDvuEPXrjaF4XA&s=10
559,Masjid Raya / Agung Luwu,Sulawesi Selatan,Religi & Budaya,4.7,3745,0,"Area Parkir, Toilet, Tempat Wudhu, Mukena/Sarung, AC/Kipas",0.64044,116.07285,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSVU14kb_Hjde9KJzNVzsh2iaaC-4KANFaJ6hIfY1Z11w&s=10
560,Masjid Raya / Agung Kendari,Sulawesi Tenggara,Religi & Budaya,4.3,8483,0,"Area Parkir, Toilet, Tempat Wudhu, Mukena/Sarung, AC/Kipas",-0.30623,106.42204,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTHRtCUBjDFwojk8Bmmzj6ifKtNDooIUnji1_BUHcrDww&s=10
561,Masjid Raya / Agung Baubau,Sulawesi Tenggara,Religi & Budaya,4.1,1539,0,"Area Parkir, Toilet, Tempat Wudhu, Mukena/Sarung, AC/Kipas",0.32738,118.64697,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSb1nOeP8MCdmqb2virqa7B351dfu4lrXjL-KCxYjYzZA&s=10
562,Masjid Raya / Agung Kolaka,Sulawesi Tenggara,Religi & Budaya,4.6,11971,0,"Area Parkir, Toilet, Tempat Wudhu, Mukena/Sarung, AC/Kipas",-1.48731,100.69678,https://cdn.digitaldesa.com/uploads/profil/74.08.10.2006/berita/f8be60ef2a18de2089f286dfb90c501f.png
563,Masjid Raya / Agung Raha,Sulawesi Tenggara,Religi & Budaya,4.4,5964,0,"Area Parkir, Toilet, Tempat Wudhu, Mukena/Sarung, AC/Kipas",-4.97841,122.4428,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTyK3G9sU1X3elTRKjMq98FGxaRakvInDlTX3U3uTX9KA&s=10
564,Masjid Raya / Agung Wangi-Wangi,Sulawesi Tenggara,Religi & Budaya,4.1,13328,0,"Area Parkir, Toilet, Tempat Wudhu, Mukena/Sarung, AC/Kipas",-3.85165,109.29772,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQRA7pQZUH6OwQ9Le0fCJB9fXTwkdtJQruNge3gkftPJQ&s=10
565,Masjid Raya / Agung Majene,Sulawesi Barat,Religi & Budaya,4.4,5835,0,"Area Parkir, Toilet, Tempat Wudhu, Mukena/Sarung, AC/Kipas",-5.82083,131.49748,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSAO98N2-xJHAJyEkFAV6c6CdrQJSLDUZ62ecaOxVSUrg&s=10
566,Masjid Raya / Agung Polewali,Sulawesi Barat,Religi & Budaya,4,4775,0,"Area Parkir, Toilet, Tempat Wudhu, Mukena/Sarung, AC/Kipas",2.90141,111.0352,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRLz9C2FbrWfTAHZK_SOmL5GOx1rQ35Lp5JilWli6d12w&s=10
567,Masjid Raya / Agung Mamuju,Sulawesi Barat,Religi & Budaya,4.8,7042,0,"Area Parkir, Toilet, Tempat Wudhu, Mukena/Sarung, AC/Kipas",-0.9993,117.11925,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR_UOynAiyCT2-8kaqqXg40ylMAWohv5gp_dbxxaWeiPw&s=10
568,Masjid Raya / Agung Pasangkayu,Sulawesi Barat,Religi & Budaya,4.2,8102,0,"Area Parkir, Toilet, Tempat Wudhu, Mukena/Sarung, AC/Kipas",-3.18978,98.48806,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTTFZOuguhe6uTZvIJMYphl9fb3jNszQ_HGSCRs7BRbeA&s=10
569,Masjid Raya / Agung Ambon,Maluku,Religi & Budaya,4.6,8312,0,"Area Parkir, Toilet, Tempat Wudhu, Mukena/Sarung, AC/Kipas",-2.45593,101.04277,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSRCpQdWUk5S911P0H6pUtEp96Tfsuixc9gLfgDzoLp6Q&s=10
570,Masjid Raya / Agung Tual,Maluku,Religi & Budaya,4.3,6320,0,"Area Parkir, Toilet, Tempat Wudhu, Mukena/Sarung, AC/Kipas",3.3674,114.48473,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSuFu3bUjfz6FEG2LVY9_F_V-GUQ3R_bPKJnYqREGBGwg&s
571,Masjid Raya / Agung Masohi,Maluku,Religi & Budaya,4.5,14216,0,"Area Parkir, Toilet, Tempat Wudhu, Mukena/Sarung, AC/Kipas",-6.15978,118.15743,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR6N2x6tvTLJz5L7_Yp4QTreu_ggjTL4DRVCPEtiiO6vA&s=10
572,Masjid Raya / Agung Saumlaki,Maluku,Religi & Budaya,4.5,7132,0,"Area Parkir, Toilet, Tempat Wudhu, Mukena/Sarung, AC/Kipas",-0.96524,123.20086,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSu0LndhfsiTzqtGwzlPQ4CpZG9M6RPZV463nJM_qdZdg&s=10
573,Masjid Raya / Agung Namlea,Maluku,Religi & Budaya,4.2,8891,0,"Area Parkir, Toilet, Tempat Wudhu, Mukena/Sarung, AC/Kipas",-1.92934,110.24983,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSudyQNko0WRsl16hyWQr4pyiemYpeDQmI7EnJcRgLcCQ&s=10
574,Masjid Raya / Agung Dobo,Maluku,Religi & Budaya,4.9,11700,0,"Area Parkir, Toilet, Tempat Wudhu, Mukena/Sarung, AC/Kipas",-0.66255,127.18924,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRIeqPMwc5dY6apmooBF-Z5Xo8xJgz1uk3cp9rOZ6TFtg&s=10
575,Masjid Raya / Agung Ternate,Maluku Utara,Religi & Budaya,4.7,3779,0,"Area Parkir, Toilet, Tempat Wudhu, Mukena/Sarung, AC/Kipas",-7.78268,134.12514,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRON6OTslhwDdm0QplTOaFg9dTTw6rl3jVX7y7ikeqsHw&s=10
576,Masjid Raya / Agung Tidore,Maluku Utara,Religi & Budaya,4.8,1924,0,"Area Parkir, Toilet, Tempat Wudhu, Mukena/Sarung, AC/Kipas",2.46549,130.75374,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQV8tKJerGuq7nGODt4OSYW027kSJge-Xh6aNIIU6s9Vw&s=10
577,Masjid Raya / Agung Tobelo,Maluku Utara,Religi & Budaya,4.8,12148,0,"Area Parkir, Toilet, Tempat Wudhu, Mukena/Sarung, AC/Kipas",3.18542,99.66399,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTjSKmUdNhyGSxDRDzqBITlqNTaaFN4mFLpnThxIP1nyw&s=10
578,Masjid Raya / Agung Sanana,Maluku Utara,Religi & Budaya,4.5,2581,0,"Area Parkir, Toilet, Tempat Wudhu, Mukena/Sarung, AC/Kipas",-1.2184,118.18129,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT8p3X3OVRQrh1undq_KB3dK0ujFx4Bix04_Y9v8nWthw&s=10
579,Masjid Raya / Agung Labuha,Maluku Utara,Religi & Budaya,4.8,8714,0,"Area Parkir, Toilet, Tempat Wudhu, Mukena/Sarung, AC/Kipas",0.35981,102.40707,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcScafbSC9kWzmB6Sc8027lqrctHANpobRH1s5Y1u9XsvA&s=10
580,Masjid Raya / Agung Jayapura,Papua,Religi & Budaya,4.1,4324,0,"Area Parkir, Toilet, Tempat Wudhu, Mukena/Sarung, AC/Kipas",3.06999,108.16589,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTFVpPKByPVxgotDVWdVuAf62yqXRp-37sA3TUhcJ0YzA&s=10
581,Masjid Raya / Agung Sentani,Papua,Religi & Budaya,4.2,13677,0,"Area Parkir, Toilet, Tempat Wudhu, Mukena/Sarung, AC/Kipas",0.48686,139.43983,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT8xPq2CPGN7Lci0ISL9ZeXGEtK91rwkJotL5JG0rb63g&s=10
582,Masjid Raya / Agung Biak,Papua,Religi & Budaya,4,6713,0,"Area Parkir, Toilet, Tempat Wudhu, Mukena/Sarung, AC/Kipas",-6.16953,103.98481,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSq-YbolcIZFY_nnNm2a-rsWBdEcF5EE1XQ8Xnvv7253Q&s=10
583,Masjid Raya / Agung Serui,Papua,Religi & Budaya,4.3,8026,0,"Area Parkir, Toilet, Tempat Wudhu, Mukena/Sarung, AC/Kipas",-1.08454,118.9533,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTfPq9mYjv3FU0yZA6P_jupee4Jub62-c5_Y_FbEkkCKg&s=10
